"stem","sentiment"
"scamper","1"
"scrupl","1"
"scrupul","1"
"secur","1"
"select","1"
"self-contain","1"
"self-respect","1"
"semblanc","1"
"sensat","1"
"sens","1"
"sensibl","1"
"sensit","1"
"seren","1"
"serious","1"
"settl","1"
"share","1"
"shelter","1"
"shield","1"
"shini","1"
"shrewd","1"
"signific","1"
"signifi","1"
"simplic","1"
"simplifi","1"
"sincer","1"
"skill","1"
"sleek","1"
"smart","1"
"smile","1"
"smitten","1"
"sober","1"
"sociabl","1"
"soft","1"
"solac","1"
"solut","1"
"sooth","1"
"sophist","1"
"sought","1"
"sound","1"
"spare","1"
"sparkl","1"
"special","1"
"spectacular","1"
"speedili","1"
"splendid","1"
"splendor","1"
"spotless","1"
"spright","1"
"squar","1"
"stabil","1"
"stabl","1"
"stand","1"
"standard","1"
"stapl","1"
"state","1"
"statuesqu","1"
"staunch","1"
"steadfast","1"
"steadi","1"
"stimul","1"
"stood","1"
"straight","1"
"straightforward","1"
"strut","1"
"stud","1"
"studious","1"
"stupend","1"
"sturdi","1"
"stylish","1"
"suav","1"
"sublim","1"
"subscrib","1"
"subscript","1"
"subsidi","1"
"subsist","1"
"substanti","1"
"subtl","1"
"succeed","1"
"success","1"
"suffic","1"
"suffici","1"
"suit","1"
"suitabl","1"
"summit","1"
"sumptuous","1"
"super","1"
"superior","1"
"superl","1"
"support","1"
"suprem","1"
"surg","1"
"surmis","1"
"surmount","1"
"surpass","1"
"surviv","1"
"survivor","1"
"sweet","1"
"sweeten","1"
"sweetheart","1"
"swift","1"
"swoon","1"
"sworn","1"
"symbol","1"
"symmetri","1"
"sympathet","1"
"sympath","1"
"sympathi","1"
"synthesi","1"
"tact","1"
"tactic","1"
"talent","1"
"tast","1"
"tempt","1"
"tenaci","1"
"tenac","1"
"tender","1"
"terrif","1"
"thank","1"
"therapeut","1"
"thorough","1"
"thought","1"
"thrift","1"
"thrifti","1"
"thrill","1"
"thrive","1"
"tingl","1"
"togeth","1"
"topmost","1"
"tradit","1"
"train","1"
"tranquil","1"
"travel","1"
"treasur","1"
"treat","1"
"treatis","1"
"treati","1"
"tremend","1"
"tribut","1"
"triumph","1"
"triumphal","1"
"triumphant","1"
"trophi","1"
"true","1"
"trust","1"
"trustworthi","1"
"truth","1"
"unbound","1"
"unbroken","1"
"uncommon","1"
"understand","1"
"understood","1"
"undoubt","1"
"unforgett","1"
"unhurri","1"
"unimpeach","1"
"uniqu","1"
"uniti","1"
"unlimit","1"
"unselfish","1"
"untouch","1"
"upbeat","1"
"upfront","1"
"upgrad","1"
"upheld","1"
"uphold","1"
"uplift","1"
"uppermost","1"
"upright","1"
"upsid","1"
"upward","1"
"usabl","1"
"use","1"
"utilitarian","1"
"util","1"
"uttermost","1"
"valiant","1"
"valid","1"
"valor","1"
"valuabl","1"
"valu","1"
"vanquish","1"
"vast","1"
"vener","1"
"verif","1"
"verifi","1"
"verit","1"
"versatil","1"
"viabil","1"
"viabl","1"
"victori","1"
"vigil","1"
"virtu","1"
"virtuous","1"
"visionari","1"
"visual","1"
"vital","1"
"vivaci","1"
"vivid","1"
"voluntari","1"
"vouchsaf","1"
"warm","1"
"warmheart","1"
"warmth","1"
"welcom","1"
"welfar","1"
"well","1"
"whimsic","1"
"wholesom","1"
"will","1"
"willing","1"
"wisdom","1"
"wise","1"
"witti","1"
"wonder","1"
"wondrous","1"
"woo","1"
"workabl","1"
"workmanship","1"
"world-fam","1"
"worth","1"
"worth-whil","1"
"worthi","1"
"zenith","1"
"zest","1"
"abandon","-1"
"abat","-1"
"abdic","-1"
"abhor","-1"
"abject","-1"
"abnorm","-1"
"abolish","-1"
"abomin","-1"
"abras","-1"
"abrupt","-1"
"abscond","-1"
"absenc","-1"
"absent","-1"
"absent-mind","-1"
"absente","-1"
"absurd","-1"
"abus","-1"
"abyss","-1"
"accid","-1"
"accost","-1"
"accurs","-1"
"accus","-1"
"ach","-1"
"acrimoni","-1"
"addict","-1"
"admonish","-1"
"admonit","-1"
"adulter","-1"
"adulteri","-1"
"adversari","-1"
"advers","-1"
"afflict","-1"
"afraid","-1"
"against","-1"
"aggrav","-1"
"aggress","-1"
"aggressor","-1"
"aggriev","-1"
"aghast","-1"
"agit","-1"
"agon","-1"
"agoni","-1"
"ail","-1"
"ailment","-1"
"aimless","-1"
"alarm","-1"
"ala","-1"
"alibi","-1"
"alien","-1"
"alleg","-1"
"aloof","-1"
"alterc","-1"
"ambigu","-1"
"ambival","-1"
"ambush","-1"
"amiss","-1"
"amput","-1"
"anarchist","-1"
"anarchi","-1"
"anger","-1"
"angri","-1"
"anguish","-1"
"animos","-1"
"annihil","-1"
"annoy","-1"
"anomal","-1"
"anomali","-1"
"antagon","-1"
"antagonist","-1"
"anti-soci","-1"
"antipathi","-1"
"antiqu","-1"
"antitrust","-1"
"anxieti","-1"
"anxious","-1"
"apathet","-1"
"apathi","-1"
"appal","-1"
"apprehens","-1"
"arbitrari","-1"
"arduous","-1"
"argu","-1"
"argument","-1"
"arrog","-1"
"artifici","-1"
"asham","-1"
"assail","-1"
"assassin","-1"
"assault","-1"
"astray","-1"
"asund","-1"
"atroci","-1"
"atrophi","-1"
"attack","-1"
"audaci","-1"
"audac","-1"
"auster","-1"
"autocrat","-1"
"avaric","-1"
"avarici","-1"
"aveng","-1"
"avers","-1"
"avert","-1"
"avoid","-1"
"aw","-1"
"awkward","-1"
"ax","-1"
"babbl","-1"
"backward","-1"
"bad","-1"
"baffl","-1"
"bafflement","-1"
"bail","-1"
"bait","-1"
"balk","-1"
"banal","-1"
"bandit","-1"
"bane","-1"
"banish","-1"
"bankrupt","-1"
"bankruptci","-1"
"bar","-1"
"barbarian","-1"
"barbar","-1"
"barren","-1"
"barrier","-1"
"bash","-1"
"bastard","-1"
"battl","-1"
"battlefield","-1"
"beast","-1"
"beat","-1"
"beg","-1"
"beggar","-1"
"behead","-1"
"belat","-1"
"beli","-1"
"belittl","-1"
"belliger","-1"
"belt","-1"
"bereav","-1"
"bereft","-1"
"berserk","-1"
"beseech","-1"
"beset","-1"
"besieg","-1"
"betray","-1"
"bewar","-1"
"bewild","-1"
"bewilder","-1"
"bit","-1"
"bitchi","-1"
"bite","-1"
"bitter","-1"
"bizarr","-1"
"blackmail","-1"
"blah","-1"
"blame","-1"
"bland","-1"
"blast","-1"
"blatant","-1"
"bleak","-1"
"blemish","-1"
"blind","-1"
"block","-1"
"blockhead","-1"
"bloodsh","-1"
"bloodthirsti","-1"
"bloodi","-1"
"blow","-1"
"blunder","-1"
"blunt","-1"
"blur","-1"
"blurt","-1"
"boast","-1"
"bogus","-1"
"boister","-1"
"bolt","-1"
"bomb","-1"
"bombard","-1"
"bondag","-1"
"boot","-1"
"bore","-1"
"boredom","-1"
"bother","-1"
"bothersom","-1"
"bound","-1"
"bout","-1"
"box","-1"
"brag","-1"
"brandish","-1"
"brat","-1"
"bravado","-1"
"brawl","-1"
"brazen","-1"
"breach","-1"
"break","-1"
"breakdown","-1"
"bribe","-1"
"bristl","-1"
"brittl","-1"
"broke","-1"
"broken-heart","-1"
"brood","-1"
"bruis","-1"
"brusqu","-1"
"brutal","-1"
"brute","-1"
"brutish","-1"
"buckl","-1"
"bug","-1"
"bullet","-1"
"bum","-1"
"bungl","-1"
"burden","-1"
"burdensom","-1"
"burglar","-1"
"burglari","-1"
"burn","-1"
"buri","-1"
"busybodi","-1"
"butcheri","-1"
"calam","-1"
"callous","-1"
"cancel","-1"
"cancer","-1"
"cannib","-1"
"cannon","-1"
"capitul","-1"
"caprici","-1"
"capsiz","-1"
"captur","-1"
"careen","-1"
"careless","-1"
"casualti","-1"
"cataclysm","-1"
"catastroph","-1"
"catch","-1"
"cave","-1"
"censor","-1"
"censorship","-1"
"censur","-1"
"chafe","-1"
"challeng","-1"
"chao","-1"
"chaotic","-1"
"charg","-1"
"chase","-1"
"chastis","-1"
"cheap","-1"
"cheapen","-1"
"cheater","-1"
"chide","-1"
"childish","-1"
"choke","-1"
"chore","-1"
"chronic","-1"
"circl","-1"
"clamor","-1"
"clash","-1"
"clatter","-1"
"cliqu","-1"
"clog","-1"
"club","-1"
"clumsi","-1"
"clutter","-1"
"coars","-1"
"cocki","-1"
"coerc","-1"
"coercion","-1"
"coerciv","-1"
"cold","-1"
"collaps","-1"
"collid","-1"
"collis","-1"
"collus","-1"
"coloni","-1"
"combat","-1"
"commiser","-1"
"commonplac","-1"
"commot","-1"
"compel","-1"
"competit","-1"
"competitor","-1"
"complain","-1"
"complaint","-1"
"complex","-1"
"complic","-1"
"compuls","-1"
"conceal","-1"
"conceit","-1"
"concern","-1"
"condemn","-1"
"condescend","-1"
"condescens","-1"
"confess","-1"
"confin","-1"
"confisc","-1"
"conflict","-1"
"confound","-1"
"confront","-1"
"confus","-1"
"congest","-1"
"conspiraci","-1"
"conspir","-1"
"constern","-1"
"constrain","-1"
"constraint","-1"
"consumpt","-1"
"contagi","-1"
"contamin","-1"
"contempt","-1"
"contemptu","-1"
"contend","-1"
"contradict","-1"
"contradictori","-1"
"contrari","-1"
"controversi","-1"
"cool","-1"
"corrod","-1"
"corros","-1"
"corrupt","-1"
"cost","-1"
"costli","-1"
"counteract","-1"
"counterfeit","-1"
"covert","-1"
"covet","-1"
"coward","-1"
"crafti","-1"
"cram","-1"
"cramp","-1"
"cranki","-1"
"crass","-1"
"crave","-1"
"crawl","-1"
"craze","-1"
"crazi","-1"
"credul","-1"
"crime","-1"
"crimin","-1"
"cring","-1"
"crippl","-1"
"crisi","-1"
"critic","-1"
"croak","-1"
"crook","-1"
"cross","-1"
"crude","-1"
"cruel","-1"
"cruelti","-1"
"crumbl","-1"
"crumpl","-1"
"crush","-1"
"culpabl","-1"
"culprit","-1"
"cumbersom","-1"
"curs","-1"
"cursori","-1"
"curt","-1"
"curtail","-1"
"cut","-1"
"cynic","-1"
"damag","-1"
"damn","-1"
"damnabl","-1"
"danger","-1"
"dark","-1"
"darken","-1"
"darn","-1"
"daunt","-1"
"dawdl","-1"
"daze","-1"
"dead","-1"
"deadlock","-1"
"deadweight","-1"
"deaf","-1"
"dearth","-1"
"death","-1"
"debat","-1"
"debtor","-1"
"decad","-1"
"decay","-1"
"deceas","-1"
"deceit","-1"
"deceiv","-1"
"decept","-1"
"declin","-1"
"decompos","-1"
"decreas","-1"
"defam","-1"
"default","-1"
"defeat","-1"
"defect","-1"
"defianc","-1"
"defiant","-1"
"defici","-1"
"deficit","-1"
"defil","-1"
"defi","-1"
"degener","-1"
"degrad","-1"
"deject","-1"
"delay","-1"
"delinqu","-1"
"delirium","-1"
"delug","-1"
"delus","-1"
"demean","-1"
"demis","-1"
"demolish","-1"
"demon","-1"
"demor","-1"
"denial","-1"
"denounc","-1"
"dent","-1"
"deni","-1"
"deplet","-1"
"deplor","-1"
"depos","-1"
"deprav","-1"
"depreci","-1"
"depress","-1"
"depriv","-1"
"derid","-1"
"deris","-1"
"derogatori","-1"
"desert","-1"
"desol","-1"
"despair","-1"
"desper","-1"
"despic","-1"
"despis","-1"
"destitut","-1"
"destroy","-1"
"destruct","-1"
"detach","-1"
"detain","-1"
"deter","-1"
"deterr","-1"
"detest","-1"
"detract","-1"
"detriment","-1"
"devast","-1"
"deviat","-1"
"devil","-1"
"devilish","-1"
"devious","-1"
"devoid","-1"
"diabol","-1"
"dictat","-1"
"dictatori","-1"
"differ","-1"
"difficult","-1"
"difficulti","-1"
"dilemma","-1"
"dim","-1"
"din","-1"
"dire","-1"
"dirt","-1"
"dirti","-1"
"disabl","-1"
"disadvantag","-1"
"disagre","-1"
"disagr","-1"
"disappoint","-1"
"disapprov","-1"
"disarm","-1"
"disast","-1"
